id,title,status,created,updated,tags,date_start,date_end,date_precision,calendar,evidence_category,confidence,summary,source_id,chapter,page,kindle_location,screenshot_file,people,events,places,organizations,themes,related_fact_cards,notes
TIME_MEXEMP_0282,1866年10月初旬、Europeからの郵便でCarlotaとNapoleon IIIの書簡が届いた,candidate,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-10,,approximate_period,Gregorian,historical_fact,probable,Europeからの最新郵便がMexicoに到着し、Carlotaの8月末書簡とNapoleon IIIの8月29日書簡がMaximilianに届いた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 237/400ページ,No.3361/7062,スクリーンショット 2026-05-31 13.10.33.png,Maximilian;Carlota;Napoleon III,Abdication Crisis;Carlota mission to Europe,Mexico;Europe;France,French Empire,correspondence;withdrawal;failed diplomacy,FACT_MEXEMP_1843;FACT_MEXEMP_1844;FACT_MEXEMP_1845;FACT_MEXEMP_1846,Date label: 1866-10初旬. Creative use: 郵便到着で楽観が崩れる場面に使える。 Verification needed: yes.
TIME_MEXEMP_0283,1866年10月18日、Carlotaの病気を知らせる電報がMaximilian周辺に届いた,candidate,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-10-18,,day,Gregorian,historical_fact,probable,Europeから2通の電報が届き、HerzfeldはCarlotaの病気を知らせる内容だと気づいてMaximilianに隠そうとしたが、Maximilianは異変を察した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 237/400ページ,No.3361/7062,スクリーンショット 2026-05-31 13.10.33.png,Maximilian;Carlota;Stefan Herzfeld;Samuel Basch,Carlota illness telegram;Abdication Crisis,Mexico;Europe;Miramar,Mexican imperial court,illness report;court crisis;personal tragedy,FACT_MEXEMP_1854;FACT_MEXEMP_1855;FACT_MEXEMP_1856,Date label: 1866-10-18. Creative use: 政治危機から私的悲劇へ転じる場面。 Verification needed: yes.
TIME_MEXEMP_0292,1866年10月21日、Maximilianは退位前三条件を提示した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-10-21,,day,Gregorian,primary_testimony,probable,MaximilianはBazaine宛書簡で、退位前に軍法会議停止、Black Decree撤回、戦争終結という三点の処理を求め、合意後に退位確認文書を送るとした。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 243/400ページ,No.3441/7062,スクリーンショット 2026-05-31 13.10.39.png,Maximilian;Achille Bazaine,Abdication Crisis;Black Decree,Orizaba;Mexico City,French army;Mexican Empire,abdication;wartime repression;conditional resignation,FACT_MEXEMP_1881;FACT_MEXEMP_1882,Creative use: 退位交渉の第一段階として使える。 Verification needed: yes.
TIME_MEXEMP_0293,1866年10月27日、MaximilianはOrizabaで歓迎された,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-10-27,,day,Gregorian,historical_fact,probable,日没が近づくころ、MaximilianはOrizabaへ到着し、群衆の花や歓声、Imperial armyの敬礼、砲声、教会の鐘、花火に迎えられた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 243/400ページ,No.3441/7062,スクリーンショット 2026-05-31 13.10.39.png,Maximilian,Orizaba reception;Abdication Crisis,Orizaba,Imperial army;Catholic Church,public reception;imperial ritual;legitimacy crisis,FACT_MEXEMP_1900;FACT_MEXEMP_1901;FACT_MEXEMP_1902;FACT_MEXEMP_1903;FACT_MEXEMP_1904,Creative use: 退位直前の歓迎場面として強い視覚効果がある。 Verification needed: yes.
TIME_MEXEMP_0294,1866年10月31日、Maximilianメモは退位確認ではなかった,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-10-31,,day,Gregorian,primary_testimony,probable,MaximilianからのメモがMexico Cityに届いたが、それは退位確認ではなく、Austrian and Belgian volunteersの処遇を出国前に決める必要を繰り返すものだった。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 243/400ページ,No.3441/7062,スクリーンショット 2026-05-31 13.10.39.png,Maximilian;François Castelnau;Achille Bazaine;Alphonse Dano,Abdication Crisis,Orizaba;Mexico City,Austrian volunteers;Belgian volunteers;French Empire,foreign volunteers;abdication delay;military responsibility,FACT_MEXEMP_1895;FACT_MEXEMP_1896,Creative use: フランス側の期待が空振りする場面として使える。 Verification needed: yes.
TIME_MEXEMP_0295,1866年11月12日、Maximilianは退位前五分野への回答を求めた,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11-12,,day,Gregorian,primary_testimony,probable,MaximilianはBazaine宛の11月12日付書簡で、退位前に解決すべき事項について集団的回答を求め、外国人義勇兵の帰国、Iturbide familyへの支払い、未払い債務処理などを含む五分野を示した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 243/400ページ,No.3441/7062,スクリーンショット 2026-05-31 13.10.39.png,Maximilian;Achille Bazaine;François Castelnau;Alphonse Dano;Iturbide family,Abdication Crisis;Iturbide adoption issue,Orizaba;Mexico City,Austrian volunteers;Belgian volunteers;Iturbide family;French Empire,abdication conditions;dynastic obligation;financial settlement,FACT_MEXEMP_1897;FACT_MEXEMP_1898,Creative use: 退位前交渉の第二段階として使える。 Verification needed: yes.
TIME_MEXEMP_0296,1866年11月、フランス側三人はMaximilian要求への同意書簡に署名した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11,,month,Gregorian,historical_fact,probable,Castelnau、Bazaine、Alphonse DanoはMaximilianの要求に同意する書簡に署名し、Napoleon IIIが求めた退位実現に近づいたと判断したが、正式確認はなおMaximilianから必要だった。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 243/400ページ,No.3441/7062,スクリーンショット 2026-05-31 13.10.39.png,François Castelnau;Achille Bazaine;Alphonse Dano;Maximilian;Napoleon III,Abdication Crisis;Castelnau mission,Mexico City,French Empire,French withdrawal;abdication;diplomatic pressure,FACT_MEXEMP_1899,Creative use: 退位はほぼ決まったと見えるが未確定という緊張を作れる。 Verification needed: yes.
TIME_MEXEMP_0297,1866年12月想定でMaximilianはEurope到着とCorfu行きを計画した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12,,month,Gregorian,historical_fact,probable,Maximilianは、退位・出国準備の中で、12月までにEuropeへ到着する想定で旅行手配を進め、Habsburg landsでの反応を不安視してCorfu行きを計画した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 243/400ページ,No.3441/7062,スクリーンショット 2026-05-31 13.10.39.png,Maximilian;Carlota,Abdication Crisis;planned exile,Europe;Habsburg lands;Corfu,Habsburg dynasty,exile;dynastic anxiety;abdication preparation,FACT_MEXEMP_1906;FACT_MEXEMP_1907,Creative use: 退位後の帰還先を失った皇帝の孤立として描ける。 Verification needed: yes.
TIME_MEXEMP_0298,1866年10月末から11月初旬、Maximilianは声明とHerzfeld派遣で退位準備を進めた,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-10-late_to_1866-11-early,,approximate_period,Gregorian,historical_fact,probable,Maximilianは退位・出国準備の中で報道向け声明を作成し、世論に働きかけ、フランス側への責任帰属とCarlotaの病状を強調しようとした。またHerzfeldを欧州での調整に向かわせた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 246/400ページ,No.3482/7062,スクリーンショット 2026-05-31 13.10.42.png,Maximilian;Carlota;Stefan Herzfeld,Abdication Crisis,Orizaba;Europe,French Empire,propaganda;public opinion;abdication;exile preparation,FACT_MEXEMP_1909;FACT_MEXEMP_1910,Creative use: 退位直前の世論戦・自己弁護として使える。 Verification needed: yes.
TIME_MEXEMP_0299,1866年11月1日、ScarlettがOrizabaへ到着した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11-01,,day,Gregorian,historical_fact,probable,Peter Campbell Scarlettは家族とともにOrizabaへ到着し、Maximilianの相談相手となって数週間滞在した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 246/400ページ,No.3482/7062,スクリーンショット 2026-05-31 13.10.42.png,Peter Campbell Scarlett;Maximilian,Abdication Crisis,Orizaba,Britain,diplomatic counsel;imperial isolation,FACT_MEXEMP_1929;FACT_MEXEMP_1930;FACT_MEXEMP_1931;FACT_MEXEMP_1932;FACT_MEXEMP_1933;FACT_MEXEMP_1934;FACT_MEXEMP_1935;FACT_MEXEMP_1936,Creative use: 外交官の私的助言者としてScarlettを配置できる。 Verification needed: yes.
TIME_MEXEMP_0300,1866年11月7日、Miramón夫妻がVeracruzへ到着した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11-07,,day,Gregorian,historical_fact,probable,Miguel Miramónと妻Concepción LombardoはVeracruzへ到着した。Miramónは正式な召還を受けていなかったが、Maximilianまたは保守派のために帰国したとされる。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 246/400ページ,No.3482/7062,スクリーンショット 2026-05-31 13.10.42.png,Miguel Miramón;Concepción Lombardo;Maximilian,Miramón’s return to Mexico;Abdication Crisis,Veracruz;Orizaba,Conservative Party,conservative military support;imperial crisis,FACT_MEXEMP_1920;FACT_MEXEMP_1921;FACT_MEXEMP_1922;FACT_MEXEMP_1923;FACT_MEXEMP_1924,Creative use: 退位阻止派に軍事的支柱が加わる場面として使える。 Verification needed: yes.
TIME_MEXEMP_0301,1866年11月、Fischerは退位阻止の説得工作を行った,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11,,month,Gregorian,author_interpretation,probable,FischerはMiramónやScarlettに接近し、Maximilianをメキシコに留めるため、退位反対論、保守派の軍事的希望、反フランス的説明を組み合わせて説得工作を行った。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 246/400ページ,No.3482/7062,スクリーンショット 2026-05-31 13.10.42.png,Augustin Fischer;Miguel Miramón;Peter Campbell Scarlett;Maximilian,Abdication Crisis;French withdrawal,Orizaba,Conservative Party;France;United States,political persuasion;anti-French sentiment;abdication prevention,FACT_MEXEMP_1911;FACT_MEXEMP_1912;FACT_MEXEMP_1914;FACT_MEXEMP_1916;FACT_MEXEMP_1917;FACT_MEXEMP_1918;FACT_MEXEMP_1924;FACT_MEXEMP_1932;FACT_MEXEMP_1933;FACT_MEXEMP_1934;FACT_MEXEMP_1935;FACT_MEXEMP_1936,Creative use: Fischerを退位危機の工作者として描く軸になる。 Verification needed: yes.
TIME_MEXEMP_0302,1866年11月、ScarlettはMaximilianへMexico City帰還を助言した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11,,month,Gregorian,primary_testimony,probable,FischerはScarlettに働きかけ、ScarlettはNapoleon IIIの8月29日付書簡を再解釈し、Maximilianに即時退位ではなくMexico City帰還と退位再考を助言した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 249/400ページ,No.3522/7062,スクリーンショット 2026-05-31 13.10.45.png,Augustin Fischer;Peter Campbell Scarlett;Maximilian;Napoleon III,Abdication Crisis,Orizaba;Mexico City;Chapultepec,Britain;French Empire,abdication;diplomacy;political persuasion,FACT_MEXEMP_1937;FACT_MEXEMP_1938;FACT_MEXEMP_1939;FACT_MEXEMP_1940;FACT_MEXEMP_1941;FACT_MEXEMP_1942;FACT_MEXEMP_1943;FACT_MEXEMP_1944;FACT_MEXEMP_1945;FACT_MEXEMP_1946;FACT_MEXEMP_1947,Creative use: Fischerが英国外交官を使ってMaximilianの退位決意を崩す段階として使える。 Verification needed: yes.
TIME_MEXEMP_0303,1866年11月16日、Maximilianはフランス側回答に疑念を抱いた,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11-16,,day,Gregorian,primary_testimony,probable,Maximilianは退位条件へのフランス側回答を受け取り、債務が支払われない場合にはMexico新政府が処理するという趣旨の文言を見て、Franceが自分の帝政に代わる政府を準備していると受け止めた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 249/400ページ,No.3522/7062,スクリーンショット 2026-05-31 13.10.45.png,Maximilian;Napoleon III,Abdication Crisis;French withdrawal from Mexico,Orizaba;Washington;Mexico,French Empire;United States;Mexican liberals;Republic of Mexico,anti-French sentiment;debt;successor government,FACT_MEXEMP_1950;FACT_MEXEMP_1951;FACT_MEXEMP_1952;FACT_MEXEMP_1953;FACT_MEXEMP_1954,Creative use: Maximilianの反フランス感情が爆発する転換点として使える。 Verification needed: yes.
TIME_MEXEMP_0304,1866年11月18日、MaximilianはBazaineへ未解決問題を伝えた,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11-18,,day,Gregorian,primary_testimony,probable,MaximilianはBazaineへ書簡を送り、利害を保護する堅固な政府の問題が未解決であると述べ、発熱を理由にBazaineへOrizaba来訪を求め、閣僚と助言者を招集して帝国の将来を投票で決める方針を伝えた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 249/400ページ,No.3522/7062,スクリーンショット 2026-05-31 13.10.45.png,Maximilian;Achille Bazaine;François Castelnau;Alphonse Dano,Abdication Crisis,Orizaba;Mexico City,French army;French Empire;council of ministers,abdication conditions;cabinet vote;successor government,FACT_MEXEMP_1955;FACT_MEXEMP_1956;FACT_MEXEMP_1957,Creative use: 退位から条件闘争・閣議決定へ局面が変わる場面に使える。 Verification needed: yes.
TIME_MEXEMP_0305,1866年11月24日、LaresがOrizabaへ到着した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11-24,,day,Gregorian,historical_fact,probable,LaresがOrizabaへ到着し、保守派は私的会話でMaximilianの名誉心に訴え、退位を思いとどまらせようとした。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 249/400ページ,No.3522/7062,スクリーンショット 2026-05-31 13.10.45.png,Teodosio Lares;Maximilian,Abdication Crisis,Orizaba,Conservative Party;council of ministers,honour;conservative pressure;imperial survival,FACT_MEXEMP_1958,Creative use: 保守派が名誉・世論・忠誠を使ってMaximilianを囲い込む場面に使える。 Verification needed: yes.
TIME_MEXEMP_0306,1866年11月25日、Orizabaで23人会議が退位可否を審議した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-11-25,,inferred_day,Gregorian,historical_fact,probable,Lares到着の翌日、Orizabaで23人の閣僚・助言者がMaximilianの退位可否を審議した。Bazaineは欠席し、投票は即時退位派2名、退位反対派10名、退位賛成だが延期を求める中間派11名に分かれた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 252/400ページ,No.3564/7062,スクリーンショット 2026-05-31 13.10.49.png,Maximilian;Teodosio Lares;Achille Bazaine;François Castelnau;Alphonse Dano,Abdication Crisis,Orizaba,Mexican Empire;Conservative Party;French army,abdication;imperial council;political factions,FACT_MEXEMP_1959;FACT_MEXEMP_1961;FACT_MEXEMP_1962;FACT_MEXEMP_1963;FACT_MEXEMP_1964;FACT_MEXEMP_1965;FACT_MEXEMP_1966;FACT_MEXEMP_1967;FACT_MEXEMP_1968,Creative use: 退位危機の会議場面として使える。 Verification needed: yes.
TIME_MEXEMP_0307,1866年12月1日、Maximilianはnational congress招集を表明した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-01,,day,Gregorian,primary_testimony,probable,Maximilianはmanifestoを発し、全党派候補が参加するnational congressを招集して、帝政継続の可否を投票で決めると表明した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 252/400ページ,No.3564/7062,スクリーンショット 2026-05-31 13.10.49.png,Maximilian;Andrew Johnson,Abdication Crisis;proposed national congress,Mexico;Orizaba,Mexican Empire;United States,manifesto;national vote;imperial legitimacy,FACT_MEXEMP_1969;FACT_MEXEMP_1970;FACT_MEXEMP_1971;FACT_MEXEMP_1972;FACT_MEXEMP_1973;FACT_MEXEMP_1974;FACT_MEXEMP_1975;FACT_MEXEMP_1976;FACT_MEXEMP_1977,Creative use: 退位ではなく国民的手続を掲げる転換点として使える。 Verification needed: yes.
TIME_MEXEMP_0308,1866年12月1日、Maximilianは欧州向け書簡で残留理由を説明した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-01,,day,Gregorian,primary_testimony,probable,Maximilianは欧州向け書簡で、FranceとUnited StatesがMexico独立を脅かしているとし、自分がMexicoに残る理由を説明した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 252/400ページ,No.3564/7062,スクリーンショット 2026-05-31 13.10.49.png,Maximilian;Napoleon III;Andrew Johnson;Leonardo Márquez;Miguel Miramón,Abdication Crisis;French withdrawal from Mexico,Mexico;France;United States;Orizaba;Europe,Mexican Empire;French Empire;United States;European press,foreign intervention;United States diplomacy;self-justification,FACT_MEXEMP_1978;FACT_MEXEMP_1979;FACT_MEXEMP_1980;FACT_MEXEMP_1981,Creative use: 残留を国防・反外圧として説明する宣伝文脈に使える。 Verification needed: yes.
TIME_MEXEMP_0309,1866年12月1日午後3時、Mexico CityでMaximilianの決定が告知された,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-01,,day,Gregorian,historical_fact,probable,12月1日午後3時、Mexico Cityでは公式紙が配布され、花火と教会鐘でMaximilianの決定が告知された。同様の祝賀はQuerétaro、Puebla、Orizabaなど帝政支持都市でも見られた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 252/400ページ,No.3564/7062,スクリーンショット 2026-05-31 13.10.49.png,Maximilian,Abdication Crisis;December 1 manifesto,Mexico City;Querétaro;Puebla;Orizaba,Mexican Empire,public ceremony;propaganda;imperial loyalty,FACT_MEXEMP_1982;FACT_MEXEMP_1983;FACT_MEXEMP_1984,Creative use: 帝政の祝賀演出と崩壊寸前の現実を対比できる。 Verification needed: yes.
TIME_MEXEMP_0310,1866年12月3日、LaresがMaximilianの政府継続をフランス側へ伝えた,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-03,,day,Gregorian,historical_fact,probable,Teodosio LaresはCastelnau・Dano・Bazaineに、Maximilianがフランスの支持なしに政府を継続すると伝えた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,Teodosio Lares;Maximilian;François Castelnau;Alphonse Dano;Achille Bazaine,Abdication Crisis,Orizaba,Mexican Empire;French Empire,French withdrawal;imperial survival,FACT_MEXEMP_1987,Creative use: フランス側との決裂通知の場面。 Verification needed: yes.
TIME_MEXEMP_0311,1866年12月8日、Castelnau・Dano・Bazaineが退位要求の宣言を出した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-08,,day,Gregorian,primary_testimony,probable,Castelnau・Dano・Bazaineは署名付き宣言で、帝国が自力で存続することは不可能であり、Maximilianは退位すべきだと回答した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,Maximilian;François Castelnau;Alphonse Dano;Achille Bazaine,Abdication Crisis,Mexico,French Empire;Mexican Empire,abdication;imperial dependency,FACT_MEXEMP_1988,Creative use: 退位要求がフランス側の署名付き宣言として表面化する。 Verification needed: yes.
TIME_MEXEMP_0312,1867年3月までにフランス側撤退完了が命じられた,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1867-03,,month,Gregorian,primary_testimony,probable,Napoleon IIIは、メキシコからのフランス側撤退を1867年3月までに完了するよう命じた。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,Napoleon III;Maximilian;François Castelnau,French withdrawal from Mexico,Mexico;France,French Empire;French army,military withdrawal;French policy,FACT_MEXEMP_1989;FACT_MEXEMP_1990;FACT_MEXEMP_1991,Creative use: 撤退期限が帝国崩壊の時限装置になる。 Verification needed: yes.
TIME_MEXEMP_0313,1866年12月、フランスとの実質的協力が終了した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12,,month,Gregorian,historical_fact,probable,1866年12月時点で、フランス軍・行政顧問・財政顧問らによるMaximilian政権への意味ある協力は終了したと整理される。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,Maximilian,French withdrawal from Mexico,Mexico,French army;French Empire;Mexican Empire,administrative collapse;French intervention,FACT_MEXEMP_1992;FACT_MEXEMP_1993,Creative use: 軍事だけでなく行政協力も消える崩壊過程を示せる。 Verification needed: yes.
TIME_MEXEMP_0314,1866年12月12日、MaximilianがOrizabaを出発した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-12,,day,Gregorian,historical_fact,probable,MaximilianはMexico Cityへ戻るため、Orizabaを出発した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,Maximilian,Abdication Crisis,Orizaba;Mexico City,Mexican Empire,imperial movement;political crisis,FACT_MEXEMP_1994;FACT_MEXEMP_1995,Creative use: 危機下の緩慢な帰還行程として描ける。 Verification needed: yes.
TIME_MEXEMP_0315,1866年12月14日、MaximilianがPueblaに到着した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-14,,day,Gregorian,historical_fact,probable,MaximilianはPueblaに到着し、市外に滞在した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,Maximilian,Abdication Crisis,Puebla,Mexican Empire,imperial movement,FACT_MEXEMP_1996;FACT_MEXEMP_1997;FACT_MEXEMP_1998;FACT_MEXEMP_1999,Creative use: 退位説得の舞台がPueblaへ移る。 Verification needed: yes.
TIME_MEXEMP_0316,1866年12月20日、CastelnauがPueblaに到着した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-20,,day,Gregorian,historical_fact,probable,CastelnauはMaximilianへの謁見のためPueblaへ到着した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,François Castelnau;Maximilian,Abdication Crisis,Puebla,French Empire;Mexican Empire,diplomatic pressure;abdication,FACT_MEXEMP_2000,Creative use: 退位説得の直接対決への導入。 Verification needed: yes.
TIME_MEXEMP_0317,1866年12月21日、CastelnauがMaximilianに即時退位を求めた,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-21,,inferred_day,Gregorian,primary_testimony,probable,CastelnauはPueblaでMaximilianと会談し、national congress構想はすでに不可能であり、即時退位のみがMexicoとMaximilianの生命を救うと主張した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,Maximilian;François Castelnau,Abdication Crisis;national congress proposal,Puebla;Mexico,French Empire;Mexican Empire,abdication;national congress;imperial collapse,FACT_MEXEMP_2001;FACT_MEXEMP_2002;FACT_MEXEMP_2003;FACT_MEXEMP_2004,Creative use: 理想論と現実論の初回衝突。 Verification needed: yes.
TIME_MEXEMP_0318,1866年12月22日、CastelnauとDanoが再び退位を説得した,draft,2026-06-09,2026-06-09,timeline;chapter2;mexemp;shawcross,1866-12-22,,inferred_day,Gregorian,primary_testimony,probable,CastelnauはDanoを伴って再びMaximilianを説得し、人道とMexicoの利益のため退位すべきだと迫ったが、Maximilianは人民によってしか任を解かれないと主張した。,SRC_SHAWCROSS_2022_LAST_EMPEROR_MEXICO,Chapter 2 THE ARCHDUKE AND THE PRINCESS / 8 ABDICATION CRISIS,Kindle PC 254/400ページ,No.3606/7062,スクリーンショット 2026-05-31 13.10.51.png,Maximilian;François Castelnau;Alphonse Dano;Benito Juárez,Abdication Crisis;French withdrawal from Mexico,Puebla;Mexico;United States,French Empire;Mexican Empire;United States Army;Republic of Mexico,abdication;civil war;US pressure;imperial legitimacy,FACT_MEXEMP_2005;FACT_MEXEMP_2006;FACT_MEXEMP_2007;FACT_MEXEMP_2008,Creative use: Maximilianの義務感とCastelnauの現実診断を対立させられる。 Verification needed: yes.
